# Mean fitness, Standard deviation of fitness, Standard error of the mean fitness, Mean best fitness, Standard deviation of best fitness, Standard error of the mean best fitness
0.3432,0.3956,0.0559,0.7530,0.3465,0.0490
0.3558,0.4057,0.0574,0.7530,0.3465,0.0490
0.3312,0.3703,0.0524,0.7530,0.3465,0.0490
0.3884,0.4270,0.0604,0.7530,0.3465,0.0490
0.3532,0.4091,0.0579,0.7530,0.3465,0.0490
0.3446,0.3787,0.0536,0.7530,0.3465,0.0490
0.3006,0.3574,0.0505,0.7530,0.3465,0.0490
0.3504,0.3930,0.0556,0.7530,0.3465,0.0490
0.3387,0.3679,0.0520,0.7530,0.3465,0.0490
0.3503,0.3855,0.0545,0.7530,0.3465,0.0490
0.3197,0.3739,0.0529,0.7530,0.3465,0.0490
0.3479,0.3826,0.0541,0.7530,0.3465,0.0490
0.3305,0.3775,0.0534,0.7530,0.3465,0.0490
0.3794,0.4270,0.0604,0.7530,0.3465,0.0490
0.3297,0.3809,0.0539,0.7530,0.3465,0.0490
0.3199,0.3840,0.0543,0.7530,0.3465,0.0490
0.3011,0.3618,0.0512,0.7530,0.3465,0.0490
0.3327,0.3878,0.0548,0.7530,0.3465,0.0490
0.3907,0.3728,0.0527,0.7530,0.3465,0.0490
0.3075,0.3656,0.0517,0.7530,0.3465,0.0490
0.3437,0.4024,0.0569,0.7530,0.3465,0.0490
0.4214,0.4380,0.0619,0.7530,0.3465,0.0490
0.4107,0.4048,0.0573,0.7530,0.3465,0.0490
0.3365,0.3922,0.0555,0.7530,0.3465,0.0490
0.3489,0.3971,0.0562,0.7530,0.3465,0.0490
0.3683,0.3928,0.0555,0.7530,0.3465,0.0490
0.3647,0.3999,0.0566,0.7530,0.3465,0.0490
0.3830,0.4222,0.0597,0.7530,0.3465,0.0490
0.3091,0.3589,0.0508,0.7530,0.3465,0.0490
0.3128,0.3877,0.0548,0.7530,0.3465,0.0490
0.3404,0.3866,0.0547,0.7530,0.3465,0.0490
0.3617,0.3952,0.0559,0.7530,0.3465,0.0490
0.3805,0.4183,0.0592,0.7530,0.3465,0.0490
0.2655,0.3379,0.0478,0.7530,0.3465,0.0490
0.3366,0.3747,0.0530,0.7530,0.3465,0.0490
0.3733,0.3803,0.0538,0.7530,0.3465,0.0490
0.3438,0.4055,0.0574,0.7530,0.3465,0.0490
0.3287,0.3609,0.0510,0.7530,0.3465,0.0490
0.2617,0.3302,0.0467,0.7530,0.3465,0.0490
